Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,Projected Job Openings
2,49-9096.00,Riggers,Y,https://www.onetonline.org/link/summary/49-9096.00,"$29.84 hourly, $62,060 annual",Average (3% to 4%),"2,500"
4,17-2199.08,Robotics Engineers,Y,https://www.onetonline.org/link/summary/17-2199.08,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300"
3,17-3024.01,Robotics Technicians,Y,https://www.onetonline.org/link/summary/17-3024.01,"$34.02 hourly, $70,760 annual",Slower than average (1% to 2%),"1,300"
1,47-5051.00,"Rock Splitters, Quarry",Y,https://www.onetonline.org/link/summary/47-5051.00,"$22.82 hourly, $47,460 annual",Average (3% to 4%),400
2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Y,https://www.onetonline.org/link/summary/51-4023.00,"$23.38 hourly, $48,630 annual",Decline (-1% or lower),"1,900"
2,47-5043.00,"Roof Bolters, Mining",Y,https://www.onetonline.org/link/summary/47-5043.00,"$36.85 hourly, $76,640 annual",Decline (-1% or lower),100
2,47-2181.00,Roofers,Y,https://www.onetonline.org/link/summary/47-2181.00,"$24.51 hourly, $50,970 annual",Faster than average (5% to 6%),"12,700"
2,47-5012.00,"Rotary Drill Operators, Oil and Gas",Y,https://www.onetonline.org/link/summary/47-5012.00,"$31.26 hourly, $65,010 annual",Little or no change,"1,200"
1,47-5071.00,"Roustabouts, Oil and Gas",Y,https://www.onetonline.org/link/summary/47-5071.00,"$22.84 hourly, $47,510 annual",Average (3% to 4%),"4,300"
2,53-5011.00,Sailors and Marine Oilers,Y,https://www.onetonline.org/link/summary/53-5011.00,"$23.85 hourly, $49,610 annual",Slower than average (1% to 2%),"3,900"
n/a,41-9099.00,"Sales and Related Workers, All Other",,https://www.onetonline.org/link/summary/41-9099.00,"$22.29 hourly, $46,370 annual",Average (3% to 4%),"16,000"
4,41-9031.00,Sales Engineers,Y,https://www.onetonline.org/link/summary/41-9031.00,"$58.42 hourly, $121,520 annual",Faster than average (5% to 6%),"5,000"
4,11-2022.00,Sales Managers,Y,https://www.onetonline.org/link/summary/11-2022.00,"$66.38 hourly, $138,060 annual",Faster than average (5% to 6%),"49,000"
2,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Y,https://www.onetonline.org/link/summary/41-3091.00,"$31.86 hourly, $66,260 annual",Average (3% to 4%),"123,000"
4,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Y,https://www.onetonline.org/link/summary/41-4012.00,"$32.11 hourly, $66,780 annual",Little or no change,"114,800"
4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Y,https://www.onetonline.org/link/summary/41-4011.00,"$48.11 hourly, $100,070 annual",Slower than average (1% to 2%),"27,200"
2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Y,https://www.onetonline.org/link/summary/51-7041.00,"$19.21 hourly, $39,950 annual",Decline (-1% or lower),"4,800"
2,33-9094.00,School Bus Monitors,Y,https://www.onetonline.org/link/summary/33-9094.00,"$16.82 hourly, $34,980 annual",Decline (-1% or lower),"12,600"
5,19-3034.00,School Psychologists,Y,https://www.onetonline.org/link/summary/19-3034.00,"$41.79 hourly, $86,930 annual",Slower than average (1% to 2%),"3,800"
4,13-1161.01,Search Marketing Strategists,Y,https://www.onetonline.org/link/summary/13-1161.01,"$37.00 hourly, $76,950 annual",Much faster than average (7% or higher),"87,200"
4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Y,https://www.onetonline.org/link/summary/25-2031.00,"$64,580 annual",Decline (-1% or lower),"66,200"
2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Y,https://www.onetonline.org/link/summary/43-6014.00,"$22.26 hourly, $46,290 annual",Decline (-1% or lower),"202,800"
4,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Y,https://www.onetonline.org/link/summary/41-3031.00,"$37.57 hourly, $78,140 annual",Average (3% to 4%),"38,100"
3,49-2098.00,Security and Fire Alarm Systems Installers,Y,https://www.onetonline.org/link/summary/49-2098.00,"$28.51 hourly, $59,300 annual",Much faster than average (7% or higher),"9,400"
2,33-9032.00,Security Guards,Y,https://www.onetonline.org/link/summary/33-9032.00,"$18.45 hourly, $38,370 annual",Little or no change,"161,000"
4,13-1199.07,Security Management Specialists,Y,https://www.onetonline.org/link/summary/13-1199.07,"$39.07 hourly, $81,270 annual",Average (3% to 4%),"108,200"
4,11-3013.01,Security Managers,Y,https://www.onetonline.org/link/summary/11-3013.01,"$50.33 hourly, $104,690 annual",Average (3% to 4%),"13,200"
2,47-4091.00,Segmental Pavers,Y,https://www.onetonline.org/link/summary/47-4091.00,"$23.14 hourly, $48,120 annual",Average (3% to 4%),"3,100"
3,25-3021.00,Self-Enrichment Teachers,Y,https://www.onetonline.org/link/summary/25-3021.00,"$21.92 hourly, $45,590 annual",Average (3% to 4%),"51,400"
2,51-9141.00,Semiconductor Processing Technicians,Y,https://www.onetonline.org/link/summary/51-9141.00,"$24.60 hourly, $51,180 annual",Much faster than average (7% or higher),"3,900"
2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-9012.00,"$23.80 hourly, $49,500 annual",Decline (-1% or lower),"5,400"
1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Y,https://www.onetonline.org/link/summary/47-4071.00,"$23.62 hourly, $49,140 annual",Much faster than average (7% or higher),"2,900"
2,47-5013.00,"Service Unit Operators, Oil and Gas",Y,https://www.onetonline.org/link/summary/47-5013.00,"$27.88 hourly, $57,980 annual",Little or no change,"4,100"
5,27-1027.00,Set and Exhibit Designers,Y,https://www.onetonline.org/link/summary/27-1027.00,"$31.87 hourly, $66,280 annual",Slower than average (1% to 2%),"2,500"
1,51-6051.00,"Sewers, Hand",Y,https://www.onetonline.org/link/summary/51-6051.00,"$16.23 hourly, $33,760 annual",Decline (-1% or lower),700
1,51-6031.00,Sewing Machine Operators,Y,https://www.onetonline.org/link/summary/51-6031.00,"$17.31 hourly, $36,000 annual",Decline (-1% or lower),"13,000"
2,39-5093.00,Shampooers,Y,https://www.onetonline.org/link/summary/39-5093.00,"$15.13 hourly, $31,470 annual",Faster than average (5% to 6%),"2,700"
2,47-2211.00,Sheet Metal Workers,Y,https://www.onetonline.org/link/summary/47-2211.00,"$29.26 hourly, $60,850 annual",Slower than average (1% to 2%),"10,600"
3,53-5031.00,Ship Engineers,Y,https://www.onetonline.org/link/summary/53-5031.00,"$48.71 hourly, $101,320 annual",Slower than average (1% to 2%),"1,100"
2,43-5071.00,"Shipping, Receiving, and Inventory Clerks",Y,https://www.onetonline.org/link/summary/43-5071.00,"$20.77 hourly, $43,190 annual",Decline (-1% or lower),"69,300"
2,51-6041.00,Shoe and Leather Workers and Repairers,Y,https://www.onetonline.org/link/summary/51-6041.00,"$17.29 hourly, $35,950 annual",Decline (-1% or lower),900
2,51-6042.00,Shoe Machine Operators and Tenders,Y,https://www.onetonline.org/link/summary/51-6042.00,"$18.35 hourly, $38,160 annual",Decline (-1% or lower),400
2,53-3053.00,Shuttle Drivers and Chauffeurs,Y,https://www.onetonline.org/link/summary/53-3053.00,"$17.63 hourly, $36,670 annual",Much faster than average (7% or higher),"36,300"
3,49-9097.00,Signal and Track Switch Repairers,Y,https://www.onetonline.org/link/summary/49-9097.00,"$40.19 hourly, $83,600 annual",Slower than average (1% to 2%),800
3,39-5094.00,Skincare Specialists,Y,https://www.onetonline.org/link/summary/39-5094.00,"$19.98 hourly, $41,560 annual",Much faster than average (7% or higher),"14,500"
2,51-3023.00,Slaughterers and Meat Packers,Y,https://www.onetonline.org/link/summary/51-3023.00,"$19.13 hourly, $39,790 annual",Slower than average (1% to 2%),"8,400"
4,11-9151.00,Social and Community Service Managers,Y,https://www.onetonline.org/link/summary/11-9151.00,"$37.61 hourly, $78,240 annual",Faster than average (5% to 6%),"18,600"
4,21-1093.00,Social and Human Service Assistants,Y,https://www.onetonline.org/link/summary/21-1093.00,"$21.69 hourly, $45,120 annual",Faster than average (5% to 6%),"50,600"
4,19-4061.00,Social Science Research Assistants,Y,https://www.onetonline.org/link/summary/19-4061.00,"$27.90 hourly, $58,040 annual",Average (3% to 4%),"5,200"
n/a,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",,https://www.onetonline.org/link/summary/25-1069.00,"$75,040 annual",Slower than average (1% to 2%),"1,500"
n/a,19-3099.00,"Social Scientists and Related Workers, All Other",,https://www.onetonline.org/link/summary/19-3099.00,"$48.24 hourly, $100,340 annual",Decline (-1% or lower),"3,200"
5,25-1113.00,"Social Work Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1113.00,"$76,210 annual",Slower than average (1% to 2%),"1,300"
n/a,21-1029.00,"Social Workers, All Other",,https://www.onetonline.org/link/summary/21-1029.00,"$33.40 hourly, $69,480 annual",Average (3% to 4%),"7,000"
5,19-3041.00,Sociologists,Y,https://www.onetonline.org/link/summary/19-3041.00,"$48.89 hourly, $101,690 annual",Average (3% to 4%),300
5,25-1067.00,"Sociology Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1067.00,"$82,540 annual",Slower than average (1% to 2%),"1,100"
4,15-1252.00,Software Developers,Y,https://www.onetonline.org/link/summary/15-1252.00,"$63.98 hourly, $133,080 annual",Much faster than average (7% or higher),"115,200"
4,15-1253.00,Software Quality Assurance Analysts and Testers,Y,https://www.onetonline.org/link/summary/15-1253.00,"$49.33 hourly, $102,610 annual",Much faster than average (7% or higher),"14,000"
5,19-1013.00,Soil and Plant Scientists,Y,https://www.onetonline.org/link/summary/19-1013.00,"$34.33 hourly, $71,410 annual",Faster than average (5% to 6%),"1,700"
3,47-1011.03,Solar Energy Installation Managers,Y,https://www.onetonline.org/link/summary/47-1011.03,"$37.83 hourly, $78,690 annual",Faster than average (5% to 6%),"74,400"
4,17-2199.11,Solar Energy Systems Engineers,Y,https://www.onetonline.org/link/summary/17-2199.11,"$56.61 hourly, $117,750 annual",Slower than average (1% to 2%),"9,300"
2,47-2231.00,Solar Photovoltaic Installers,Y,https://www.onetonline.org/link/summary/47-2231.00,"$24.93 hourly, $51,860 annual",Much faster than average (7% or higher),"4,100"
3,41-4011.07,Solar Sales Representatives and Assessors,Y,https://www.onetonline.org/link/summary/41-4011.07,"$48.11 hourly, $100,070 annual",Slower than average (1% to 2%),"27,200"
3,47-2152.04,Solar Thermal Installers and Technicians,Y,https://www.onetonline.org/link/summary/47-2152.04,"$30.27 hourly, $62,970 annual",Faster than average (5% to 6%),"44,000"
3,27-4014.00,Sound Engineering Technicians,Y,https://www.onetonline.org/link/summary/27-4014.00,"$31.94 hourly, $66,430 annual",Decline (-1% or lower),"1,200"
3,11-9179.02,Spa Managers,Y,https://www.onetonline.org/link/summary/11-9179.02,"$29.49 hourly, $61,340 annual",Much faster than average (7% or higher),"2,100"
n/a,25-2059.00,"Special Education Teachers, All Other",,https://www.onetonline.org/link/summary/25-2059.00,"$67,430 annual",Slower than average (1% to 2%),"2,900"
4,25-2056.00,"Special Education Teachers, Elementary School",Y,https://www.onetonline.org/link/summary/25-2056.00,"$63,000 annual",Decline (-1% or lower),"15,400"
4,25-2055.00,"Special Education Teachers, Kindergarten",Y,https://www.onetonline.org/link/summary/25-2055.00,"$63,000 annual",Decline (-1% or lower),"15,400"
4,25-2057.00,"Special Education Teachers, Middle School",Y,https://www.onetonline.org/link/summary/25-2057.00,"$64,880 annual",Decline (-1% or lower),"6,300"
5,25-2051.00,"Special Education Teachers, Preschool",Y,https://www.onetonline.org/link/summary/25-2051.00,"$62,190 annual",Slower than average (1% to 2%),"2,100"
4,25-2058.00,"Special Education Teachers, Secondary School",Y,https://www.onetonline.org/link/summary/25-2058.00,"$69,590 annual",Decline (-1% or lower),"11,100"
4,27-1014.00,Special Effects Artists and Animators,Y,https://www.onetonline.org/link/summary/27-1014.00,"$47.98 hourly, $99,800 annual",Slower than average (1% to 2%),"5,000"
n/a,55-3018.00,Special Forces,,https://www.onetonline.org/link/summary/55-3018.00,,,
n/a,55-1017.00,Special Forces Officers,,https://www.onetonline.org/link/summary/55-1017.00,,,
5,29-1127.00,Speech-Language Pathologists,Y,https://www.onetonline.org/link/summary/29-1127.00,"$45.87 hourly, $95,410 annual",Much faster than average (7% or higher),"13,300"
3,31-9099.01,Speech-Language Pathology Assistants,Y,https://www.onetonline.org/link/summary/31-9099.01,"$22.14 hourly, $46,050 annual",Average (3% to 4%),"14,400"
5,29-1229.06,Sports Medicine Physicians,Y,https://www.onetonline.org/link/summary/29-1229.06,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600"
3,51-8021.00,Stationary Engineers and Boiler Operators,Y,https://www.onetonline.org/link/summary/51-8021.00,"$36.15 hourly, $75,190 annual",Slower than average (1% to 2%),"3,800"
4,43-9111.00,Statistical Assistants,Y,https://www.onetonline.org/link/summary/43-9111.00,"$24.73 hourly, $51,440 annual",Decline (-1% or lower),800
5,15-2041.00,Statisticians,Y,https://www.onetonline.org/link/summary/15-2041.00,"$49.66 hourly, $103,300 annual",Much faster than average (7% or higher),"2,000"
2,53-7065.00,Stockers and Order Fillers,Y,https://www.onetonline.org/link/summary/53-7065.00,"$17.83 hourly, $37,090 annual",Much faster than average (7% or higher),"472,300"
2,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Y,https://www.onetonline.org/link/summary/51-9195.03,"$21.97 hourly, $45,690 annual",Faster than average (5% to 6%),"5,500"
2,47-2022.00,Stonemasons,Y,https://www.onetonline.org/link/summary/47-2022.00,"$25.00 hourly, $51,990 annual",Decline (-1% or lower),800
2,47-2221.00,Structural Iron and Steel Workers,Y,https://www.onetonline.org/link/summary/47-2221.00,"$30.14 hourly, $62,700 annual",Average (3% to 4%),"5,500"
2,51-2041.00,Structural Metal Fabricators and Fitters,Y,https://www.onetonline.org/link/summary/51-2041.00,"$23.99 hourly, $49,900 annual",Decline (-1% or lower),"4,100"
5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Y,https://www.onetonline.org/link/summary/21-1011.00,"$28.46 hourly, $59,190 annual",Much faster than average (7% or higher),"48,300"
4,25-3031.00,"Substitute Teachers, Short-Term",Y,https://www.onetonline.org/link/summary/25-3031.00,"$18.50 hourly, $38,470 annual",Slower than average (1% to 2%),"61,100"
2,53-4041.00,Subway and Streetcar Operators,Y,https://www.onetonline.org/link/summary/53-4041.00,"$40.78 hourly, $84,830 annual",Average (3% to 4%),900
4,11-3071.04,Supply Chain Managers,Y,https://www.onetonline.org/link/summary/11-3071.04,"$49.05 hourly, $102,010 annual",Faster than average (5% to 6%),"18,500"
n/a,29-1249.00,"Surgeons, All Other",,https://www.onetonline.org/link/summary/29-1249.00,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),600
3,29-9093.00,Surgical Assistants,Y,https://www.onetonline.org/link/summary/29-9093.00,"$28.99 hourly, $60,290 annual",Faster than average (5% to 6%),"1,600"
3,29-2055.00,Surgical Technologists,Y,https://www.onetonline.org/link/summary/29-2055.00,"$30.21 hourly, $62,830 annual",Faster than average (5% to 6%),"7,000"
5,19-3022.00,Survey Researchers,Y,https://www.onetonline.org/link/summary/19-3022.00,"$30.47 hourly, $63,380 annual",Decline (-1% or lower),700
3,17-3031.00,Surveying and Mapping Technicians,Y,https://www.onetonline.org/link/summary/17-3031.00,"$24.97 hourly, $51,940 annual",Faster than average (5% to 6%),"7,600"
4,17-1022.00,Surveyors,Y,https://www.onetonline.org/link/summary/17-1022.00,"$34.97 hourly, $72,740 annual",Average (3% to 4%),"3,900"
4,13-1199.05,Sustainability Specialists,Y,https://www.onetonline.org/link/summary/13-1199.05,"$39.07 hourly, $81,270 annual",Average (3% to 4%),"108,200"
2,43-2011.00,"Switchboard Operators, Including Answering Service",Y,https://www.onetonline.org/link/summary/43-2011.00,"$18.45 hourly, $38,370 annual",Decline (-1% or lower),"2,800"
2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Y,https://www.onetonline.org/link/summary/51-6052.00,"$19.64 hourly, $40,860 annual",Decline (-1% or lower),"5,000"
4,27-2012.04,Talent Directors,Y,https://www.onetonline.org/link/summary/27-2012.04,"$40.13 hourly, $83,480 annual",Faster than average (5% to 6%),"12,800"
2,53-7121.00,"Tank Car, Truck, and Ship Loaders",Y,https://www.onetonline.org/link/summary/53-7121.00,"$27.92 hourly, $58,070 annual",Average (3% to 4%),"1,300"
2,47-2082.00,Tapers,Y,https://www.onetonline.org/link/summary/47-2082.00,"$31.11 hourly, $64,700 annual",Little or no change,"1,100"
3,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Y,https://www.onetonline.org/link/summary/13-2081.00,"$28.72 hourly, $59,740 annual",Decline (-1% or lower),"4,300"
3,13-2082.00,Tax Preparers,Y,https://www.onetonline.org/link/summary/13-2082.00,"$24.31 hourly, $50,560 annual",Faster than average (5% to 6%),"10,400"
2,53-3054.00,Taxi Drivers,Y,https://www.onetonline.org/link/summary/53-3054.00,"$17.42 hourly, $36,220 annual",Much faster than average (7% or higher),"22,600"
n/a,25-3099.00,"Teachers and Instructors, All Other",,https://www.onetonline.org/link/summary/25-3099.00,"$64,690 annual",Little or no change,"18,000"
n/a,25-9049.00,"Teaching Assistants, All Other",,https://www.onetonline.org/link/summary/25-9049.00,"$35,240 annual",Decline (-1% or lower),"170,400"
5,25-9044.00,"Teaching Assistants, Postsecondary",Y,https://www.onetonline.org/link/summary/25-9044.00,"$44,930 annual",Average (3% to 4%),"24,600"
3,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",Y,https://www.onetonline.org/link/summary/25-9042.00,"$35,240 annual",Decline (-1% or lower),"170,400"
3,25-9043.00,"Teaching Assistants, Special Education",Y,https://www.onetonline.org/link/summary/25-9043.00,"$35,240 annual",Decline (-1% or lower),"170,400"
2,51-2092.00,Team Assemblers,Y,https://www.onetonline.org/link/summary/51-2092.00,"$20.29 hourly, $42,210 annual",Little or no change,"156,300"
4,27-3042.00,Technical Writers,Y,https://www.onetonline.org/link/summary/27-3042.00,"$44.07 hourly, $91,670 annual",Slower than average (1% to 2%),"4,500"
3,15-1241.01,Telecommunications Engineering Specialists,Y,https://www.onetonline.org/link/summary/15-1241.01,"$62.69 hourly, $130,390 annual",Much faster than average (7% or higher),"11,200"
3,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Y,https://www.onetonline.org/link/summary/49-2022.00,"$30.11 hourly, $62,630 annual",Decline (-1% or lower),"13,200"
2,49-9052.00,Telecommunications Line Installers and Repairers,Y,https://www.onetonline.org/link/summary/49-9052.00,"$33.90 hourly, $70,500 annual",Decline (-1% or lower),"8,900"
2,41-9041.00,Telemarketers,Y,https://www.onetonline.org/link/summary/41-9041.00,"$16.54 hourly, $34,410 annual",Decline (-1% or lower),"6,500"
2,43-2021.00,Telephone Operators,Y,https://www.onetonline.org/link/summary/43-2021.00,"$18.81 hourly, $39,130 annual",Decline (-1% or lower),300
2,43-3071.00,Tellers,Y,https://www.onetonline.org/link/summary/43-3071.00,"$18.91 hourly, $39,340 annual",Decline (-1% or lower),"29,800"
2,47-2053.00,Terrazzo Workers and Finishers,Y,https://www.onetonline.org/link/summary/47-2053.00,"$27.53 hourly, $57,260 annual",Decline (-1% or lower),100
2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Y,https://www.onetonline.org/link/summary/51-6061.00,"$17.94 hourly, $37,320 annual",Decline (-1% or lower),700
2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-6062.00,"$18.24 hourly, $37,940 annual",Decline (-1% or lower),"1,000"
2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-6063.00,"$18.40 hourly, $38,260 annual",Decline (-1% or lower),"1,700"
2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Y,https://www.onetonline.org/link/summary/51-6064.00,"$18.11 hourly, $37,660 annual",Decline (-1% or lower),"2,500"
n/a,51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",,https://www.onetonline.org/link/summary/51-6099.00,"$17.79 hourly, $37,010 annual",Decline (-1% or lower),"1,700"
n/a,29-1129.00,"Therapists, All Other",,https://www.onetonline.org/link/summary/29-1129.00,"$31.26 hourly, $65,010 annual",Much faster than average (7% or higher),"4,100"
2,47-2044.00,Tile and Stone Setters,Y,https://www.onetonline.org/link/summary/47-2044.00,"$25.11 hourly, $52,240 annual",Much faster than average (7% or higher),"4,200"
2,51-2061.00,Timing Device Assemblers and Adjusters,Y,https://www.onetonline.org/link/summary/51-2061.00,"$19.61 hourly, $40,790 annual",Decline (-1% or lower),0
2,51-9197.00,Tire Builders,Y,https://www.onetonline.org/link/summary/51-9197.00,"$26.72 hourly, $55,580 annual",Slower than average (1% to 2%),"2,500"
2,49-3093.00,Tire Repairers and Changers,Y,https://www.onetonline.org/link/summary/49-3093.00,"$17.85 hourly, $37,120 annual",Faster than average (5% to 6%),"15,300"
2,23-2093.00,"Title Examiners, Abstractors, and Searchers",Y,https://www.onetonline.org/link/summary/23-2093.00,"$26.43 hourly, $54,980 annual",Slower than average (1% to 2%),"5,400"
3,51-4111.00,Tool and Die Makers,Y,https://www.onetonline.org/link/summary/51-4111.00,"$30.38 hourly, $63,180 annual",Decline (-1% or lower),"4,700"
2,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Y,https://www.onetonline.org/link/summary/51-4194.00,"$23.54 hourly, $48,970 annual",Decline (-1% or lower),500
3,39-7011.00,Tour Guides and Escorts,Y,https://www.onetonline.org/link/summary/39-7011.00,"$17.63 hourly, $36,660 annual",Much faster than average (7% or higher),"13,000"
3,53-6041.00,Traffic Technicians,Y,https://www.onetonline.org/link/summary/53-6041.00,"$28.12 hourly, $58,480 annual",Average (3% to 4%),800
4,11-3131.00,Training and Development Managers,Y,https://www.onetonline.org/link/summary/11-3131.00,"$61.10 hourly, $127,090 annual",Faster than average (5% to 6%),"3,800"
4,13-1151.00,Training and Development Specialists,Y,https://www.onetonline.org/link/summary/13-1151.00,"$31.66 hourly, $65,850 annual",Much faster than average (7% or higher),"43,900"
3,33-3052.00,Transit and Railroad Police,Y,https://www.onetonline.org/link/summary/33-3052.00,"$39.58 hourly, $82,320 annual",Average (3% to 4%),200
4,17-2051.01,Transportation Engineers,Y,https://www.onetonline.org/link/summary/17-2051.01,"$47.88 hourly, $99,590 annual",Faster than average (5% to 6%),"23,600"
4,53-6051.00,Transportation Inspectors,Y,https://www.onetonline.org/link/summary/53-6051.00,"$41.23 hourly, $85,750 annual",Slower than average (1% to 2%),"2,500"
4,19-3099.01,Transportation Planners,Y,https://www.onetonline.org/link/summary/19-3099.01,"$48.24 hourly, $100,340 annual",Decline (-1% or lower),"3,200"
2,33-9093.00,Transportation Security Screeners,Y,https://www.onetonline.org/link/summary/33-9093.00,"$30.46 hourly, $63,360 annual",Decline (-1% or lower),"4,700"
2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Y,https://www.onetonline.org/link/summary/53-6051.07,"$41.23 hourly, $85,750 annual",Slower than average (1% to 2%),"2,500"
n/a,53-6099.00,"Transportation Workers, All Other",,https://www.onetonline.org/link/summary/53-6099.00,"$19.05 hourly, $39,630 annual",Average (3% to 4%),"1,200"
4,11-3071.00,"Transportation, Storage, and Distribution Managers",Y,https://www.onetonline.org/link/summary/11-3071.00,"$49.05 hourly, $102,010 annual",Faster than average (5% to 6%),"18,500"
3,41-3041.00,Travel Agents,Y,https://www.onetonline.org/link/summary/41-3041.00,"$23.29 hourly, $48,450 annual",Slower than average (1% to 2%),"7,100"
2,39-7012.00,Travel Guides,Y,https://www.onetonline.org/link/summary/39-7012.00,"$17.63 hourly, $36,660 annual",Much faster than average (7% or higher),"13,000"
4,11-3031.01,Treasurers and Controllers,Y,https://www.onetonline.org/link/summary/11-3031.01,"$77.74 hourly, $161,700 annual",Much faster than average (7% or higher),"74,600"
2,37-3013.00,Tree Trimmers and Pruners,Y,https://www.onetonline.org/link/summary/37-3013.00,"$24.25 hourly, $50,430 annual",Average (3% to 4%),"7,400"
3,25-3041.00,Tutors,Y,https://www.onetonline.org/link/summary/25-3041.00,"$19.27 hourly, $40,090 annual",Slower than average (1% to 2%),"37,100"
2,27-2023.00,"Umpires, Referees, and Other Sports Officials",Y,https://www.onetonline.org/link/summary/27-2023.00,"$38,820 annual",Faster than average (5% to 6%),"4,600"
n/a,47-5049.00,"Underground Mining Machine Operators, All Other",,https://www.onetonline.org/link/summary/47-5049.00,"$32.32 hourly, $67,220 annual",Decline (-1% or lower),400
2,51-6093.00,Upholsterers,Y,https://www.onetonline.org/link/summary/51-6093.00,"$22.21 hourly, $46,190 annual",Decline (-1% or lower),"2,200"
5,19-3051.00,Urban and Regional Planners,Y,https://www.onetonline.org/link/summary/19-3051.00,"$40.25 hourly, $83,720 annual",Average (3% to 4%),"3,400"
5,29-1229.03,Urologists,Y,https://www.onetonline.org/link/summary/29-1229.03,"$115.00+ hourly, $239,200+ annual",Average (3% to 4%),"9,600"
2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Y,https://www.onetonline.org/link/summary/39-3031.00,"$14.98 hourly, $31,150 annual",Slower than average (1% to 2%),"30,800"
4,17-2112.02,Validation Engineers,Y,https://www.onetonline.org/link/summary/17-2112.02,"$48.63 hourly, $101,140 annual",Much faster than average (7% or higher),"25,200"
5,29-1131.00,Veterinarians,Y,https://www.onetonline.org/link/summary/29-1131.00,"$60.34 hourly, $125,510 annual",Much faster than average (7% or higher),"3,000"
2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Y,https://www.onetonline.org/link/summary/31-9096.00,"$17.94 hourly, $37,320 annual",Much faster than average (7% or higher),"22,200"
3,29-2056.00,Veterinary Technologists and Technicians,Y,https://www.onetonline.org/link/summary/29-2056.00,"$22.11 hourly, $45,980 annual",Much faster than average (7% or higher),"14,300"
4,15-1255.01,Video Game Designers,Y,https://www.onetonline.org/link/summary/15-1255.01,"$47.16 hourly, $98,090 annual",Much faster than average (7% or higher),"9,100"
2,35-3031.00,Waiters and Waitresses,Y,https://www.onetonline.org/link/summary/35-3031.00,"$16.23 hourly, $33,760 annual",Decline (-1% or lower),"456,700"
3,49-9064.00,Watch and Clock Repairers,Y,https://www.onetonline.org/link/summary/49-9064.00,"$29.18 hourly, $60,690 annual",Decline (-1% or lower),100
2,51-8031.00,Water and Wastewater Treatment Plant and System Operators,Y,https://www.onetonline.org/link/summary/51-8031.00,"$28.01 hourly, $58,260 annual",Decline (-1% or lower),"10,700"
4,11-9121.02,Water Resource Specialists,Y,https://www.onetonline.org/link/summary/11-9121.02,"$77.49 hourly, $161,180 annual",Average (3% to 4%),"8,500"
4,17-2051.02,Water/Wastewater Engineers,Y,https://www.onetonline.org/link/summary/17-2051.02,"$47.88 hourly, $99,590 annual",Faster than average (5% to 6%),"23,600"
2,47-4099.03,Weatherization Installers and Technicians,Y,https://www.onetonline.org/link/summary/47-4099.03,"$23.14 hourly, $48,120 annual",Average (3% to 4%),"3,100"
4,15-1299.01,Web Administrators,Y,https://www.onetonline.org/link/summary/15-1299.01,"$52.39 hourly, $108,970 annual",Much faster than average (7% or higher),"31,300"
4,15-1255.00,Web and Digital Interface Designers,Y,https://www.onetonline.org/link/summary/15-1255.00,"$47.16 hourly, $98,090 annual",Much faster than average (7% or higher),"9,100"
